Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LP002408,1.0,0.0,0,1,0.0,3660,5064.0,187.0,360.0,1.0,3,Y
LP002409,1.0,1.0,0,1,0.0,7901,1833.0,180.0,360.0,1.0,0,Y
LP002418,1.0,0.0,3,0,0.0,4707,1993.0,148.0,360.0,1.0,3,Y
LP002422,1.0,0.0,1,1,0.0,37719,0.0,152.0,360.0,1.0,3,Y
LP002424,1.0,1.0,0,1,0.0,7333,8333.0,175.0,300.0,0.0,0,Y
LP002429,1.0,1.0,1,1,1.0,3466,1210.0,130.0,360.0,1.0,0,Y
LP002434,1.0,1.0,2,0,0.0,4652,0.0,110.0,360.0,1.0,0,Y
LP002447,1.0,1.0,2,0,0.0,1958,1456.0,60.0,300.0,0.0,1,Y
LP002449,1.0,1.0,0,1,0.0,2483,2466.0,90.0,180.0,0.0,0,Y
LP002453,1.0,0.0,0,1,1.0,7085,0.0,84.0,360.0,1.0,3,Y
LP002455,1.0,1.0,2,1,0.0,3859,0.0,96.0,360.0,1.0,3,Y
LP002459,1.0,1.0,0,1,0.0,4301,0.0,118.0,360.0,1.0,1,Y
LP002472,1.0,0.0,2,1,0.0,4354,0.0,136.0,360.0,1.0,0,Y
LP002478,0.0,1.0,0,1,1.0,2083,4083.0,160.0,360.0,0.0,3,Y
LP002484,1.0,1.0,3,1,0.0,7740,0.0,128.0,180.0,1.0,1,Y
LP002487,1.0,1.0,0,1,0.0,3015,2188.0,153.0,360.0,1.0,0,Y
LP002489,0.0,0.0,1,0,0.0,5191,0.0,132.0,360.0,1.0,3,Y
LP002494,1.0,0.0,0,1,0.0,6000,0.0,140.0,360.0,1.0,0,Y
LP002501,0.0,1.0,0,1,0.0,16692,0.0,110.0,360.0,1.0,3,Y
LP002502,0.0,1.0,2,0,0.0,210,2917.0,98.0,360.0,1.0,3,Y
LP002515,1.0,1.0,1,1,1.0,3450,2079.0,162.0,360.0,1.0,3,Y
LP002519,1.0,1.0,3,1,0.0,4691,0.0,100.0,360.0,1.0,3,Y
LP002522,0.0,0.0,0,1,1.0,2500,0.0,93.0,360.0,0.0,1,Y
LP002524,1.0,0.0,2,1,0.0,5532,4648.0,162.0,360.0,1.0,0,Y
LP002527,1.0,1.0,2,1,1.0,16525,1014.0,150.0,360.0,1.0,0,Y
LP002529,1.0,1.0,2,1,0.0,6700,1750.0,230.0,300.0,1.0,3,Y
LP002531,1.0,1.0,1,1,1.0,16667,2250.0,86.0,360.0,1.0,3,Y
LP002534,0.0,0.0,0,0,0.0,4350,0.0,154.0,360.0,1.0,0,Y
LP002536,1.0,1.0,3,0,0.0,3095,0.0,113.0,360.0,1.0,0,Y
LP002537,1.0,1.0,0,1,0.0,2083,3150.0,128.0,360.0,1.0,3,Y
LP002541,1.0,1.0,0,1,0.0,10833,0.0,234.0,360.0,1.0,3,Y
LP002543,1.0,1.0,2,1,0.0,8333,0.0,246.0,360.0,1.0,3,Y
LP002544,1.0,1.0,1,0,0.0,1958,2436.0,131.0,360.0,1.0,0,Y
LP002555,1.0,1.0,2,1,1.0,4583,2083.0,160.0,360.0,1.0,3,Y
LP002560,1.0,0.0,0,0,0.0,2699,2785.0,96.0,360.0,0.0,3,Y
LP002562,1.0,1.0,1,0,0.0,5333,1131.0,186.0,360.0,0.0,1,Y
LP002571,1.0,0.0,0,0,0.0,3691,0.0,110.0,360.0,1.0,0,Y
LP002582,0.0,0.0,0,0,1.0,17263,0.0,225.0,360.0,1.0,3,Y
LP002586,0.0,1.0,1,1,0.0,3326,913.0,105.0,84.0,1.0,3,Y
LP002587,1.0,1.0,0,0,0.0,2600,1700.0,107.0,360.0,1.0,0,Y
LP002588,1.0,1.0,0,1,0.0,4625,2857.0,111.0,12.0,0.0,1,Y
LP002600,1.0,1.0,1,1,1.0,2895,0.0,95.0,360.0,1.0,3,Y
LP002603,0.0,0.0,0,1,0.0,645,3683.0,113.0,480.0,1.0,0,Y
LP002606,0.0,0.0,0,1,0.0,3159,0.0,100.0,360.0,1.0,3,Y
LP002615,1.0,1.0,2,1,0.0,4865,5624.0,208.0,360.0,1.0,3,Y
LP002619,1.0,1.0,0,0,0.0,3814,1483.0,124.0,300.0,1.0,3,Y
LP002622,1.0,1.0,2,1,0.0,3510,4416.0,243.0,360.0,1.0,0,Y
LP002624,1.0,1.0,0,1,0.0,20833,6667.0,480.0,360.0,0.0,1,Y
LP002626,1.0,1.0,0,1,1.0,2479,3013.0,188.0,360.0,1.0,1,Y
LP002634,0.0,0.0,1,1,0.0,13262,0.0,40.0,360.0,1.0,1,Y
LP002640,1.0,1.0,1,1,0.0,6065,2004.0,250.0,360.0,1.0,3,Y
LP002643,1.0,1.0,2,1,0.0,3283,2035.0,148.0,360.0,1.0,1,Y
LP002659,1.0,1.0,3,1,0.0,3466,3428.0,150.0,360.0,1.0,0,Y
LP002670,0.0,1.0,2,1,0.0,2031,1632.0,113.0,480.0,1.0,3,Y
LP002689,1.0,1.0,2,0,0.0,2192,1742.0,45.0,360.0,1.0,3,Y
LP002690,1.0,0.0,0,1,0.0,2500,0.0,55.0,360.0,1.0,3,Y
LP002692,1.0,1.0,3,1,1.0,5677,1424.0,100.0,360.0,1.0,0,Y
LP002693,1.0,1.0,2,1,1.0,7948,7166.0,480.0,360.0,1.0,0,Y
LP002699,1.0,1.0,2,1,1.0,17500,0.0,400.0,360.0,1.0,0,Y
LP002705,1.0,1.0,0,1,0.0,3775,0.0,110.0,360.0,1.0,3,Y
LP002706,1.0,1.0,1,0,0.0,5285,1430.0,161.0,360.0,0.0,3,Y
LP002714,1.0,0.0,1,0,0.0,2679,1302.0,94.0,360.0,1.0,3,Y
LP002716,1.0,0.0,0,0,0.0,6783,0.0,130.0,360.0,1.0,3,Y
LP002717,1.0,1.0,0,1,0.0,1025,5500.0,216.0,360.0,0.0,0,Y
LP002720,1.0,1.0,3,1,0.0,4281,0.0,100.0,360.0,1.0,1,Y
LP002731,0.0,0.0,0,0,1.0,18165,0.0,125.0,360.0,1.0,1,Y
LP002732,1.0,0.0,0,0,0.0,2550,2042.0,126.0,360.0,1.0,0,Y
LP002734,1.0,1.0,0,1,0.0,6133,3906.0,324.0,360.0,1.0,1,Y
LP002738,1.0,0.0,2,1,0.0,3617,0.0,107.0,360.0,1.0,3,Y
LP002740,1.0,1.0,3,1,0.0,6417,0.0,157.0,180.0,1.0,0,Y
LP002741,0.0,1.0,1,1,0.0,4608,2845.0,140.0,180.0,1.0,3,Y
LP002753,0.0,0.0,1,1,0.0,3652,0.0,95.0,360.0,1.0,3,Y
LP002755,1.0,1.0,1,0,0.0,2239,2524.0,128.0,360.0,1.0,1,Y
LP002757,0.0,1.0,0,0,0.0,3017,663.0,102.0,360.0,0.0,3,Y
LP002767,1.0,1.0,0,1,0.0,2768,1950.0,155.0,360.0,1.0,0,Y
LP002772,1.0,0.0,0,1,0.0,2526,1783.0,145.0,360.0,1.0,0,Y
LP002777,1.0,1.0,0,1,0.0,2785,2016.0,110.0,360.0,1.0,0,Y
LP002784,1.0,1.0,1,0,0.0,2492,2375.0,0.0,360.0,1.0,0,Y
LP002785,1.0,1.0,1,1,0.0,3333,3250.0,158.0,360.0,1.0,1,Y
LP002792,1.0,1.0,1,1,0.0,5468,1032.0,26.0,360.0,1.0,3,Y
LP002794,0.0,0.0,0,1,0.0,2667,1625.0,84.0,360.0,0.0,1,Y
LP002795,1.0,1.0,3,1,1.0,10139,0.0,260.0,360.0,1.0,3,Y
LP002798,1.0,1.0,0,1,0.0,3887,2669.0,162.0,360.0,1.0,3,Y
LP002804,0.0,1.0,0,1,0.0,4180,2306.0,182.0,360.0,1.0,3,Y
LP002807,1.0,1.0,2,0,0.0,3675,242.0,108.0,360.0,1.0,3,Y
LP002813,0.0,1.0,1,1,1.0,19484,0.0,600.0,360.0,1.0,3,Y
LP002820,1.0,1.0,0,1,0.0,5923,2054.0,211.0,360.0,1.0,0,Y
LP002821,1.0,0.0,0,0,1.0,5800,0.0,132.0,360.0,1.0,3,Y
LP002833,1.0,1.0,0,0,0.0,4467,0.0,120.0,360.0,0.0,0,Y
LP002836,1.0,0.0,0,1,0.0,3333,0.0,70.0,360.0,1.0,1,Y
LP002842,1.0,1.0,1,1,0.0,3417,1750.0,186.0,360.0,1.0,1,Y
LP002855,1.0,1.0,2,1,0.0,16666,0.0,275.0,360.0,1.0,1,Y
LP002868,1.0,1.0,2,1,0.0,3159,461.0,108.0,84.0,1.0,1,Y
LP002874,1.0,0.0,0,1,0.0,3229,2739.0,110.0,360.0,1.0,1,Y
LP002877,1.0,1.0,1,1,0.0,1782,2232.0,107.0,360.0,1.0,0,Y
LP002888,1.0,0.0,0,1,0.0,3182,2917.0,161.0,360.0,1.0,1,Y
LP002892,1.0,1.0,2,1,0.0,6540,0.0,205.0,360.0,1.0,3,Y
LP002894,0.0,1.0,0,1,0.0,3166,0.0,36.0,360.0,1.0,3,Y
LP002916,1.0,1.0,0,1,0.0,2297,1522.0,104.0,360.0,1.0,1,Y
LP002917,0.0,0.0,0,0,0.0,2165,0.0,70.0,360.0,1.0,3,Y
LP002925,0.0,0.0,0,1,0.0,4750,0.0,94.0,360.0,1.0,3,Y
LP002928,1.0,1.0,0,1,0.0,3000,3416.0,56.0,180.0,1.0,3,Y
LP002933,0.0,0.0,3,1,1.0,9357,0.0,292.0,360.0,1.0,3,Y
LP002936,1.0,1.0,0,1,0.0,3859,3300.0,142.0,180.0,1.0,0,Y
LP002938,1.0,1.0,0,1,1.0,16120,0.0,260.0,360.0,1.0,1,Y
LP002940,1.0,0.0,0,0,0.0,3833,0.0,110.0,360.0,1.0,0,Y
LP002945,1.0,1.0,0,1,1.0,9963,0.0,180.0,360.0,1.0,0,Y
LP002948,1.0,1.0,2,1,0.0,5780,0.0,192.0,360.0,1.0,1,Y
LP002950,1.0,1.0,0,0,0.0,2894,2792.0,155.0,360.0,1.0,0,Y
LP002953,1.0,1.0,3,1,0.0,5703,0.0,128.0,360.0,1.0,1,Y
LP002958,1.0,0.0,0,1,0.0,3676,4301.0,172.0,360.0,1.0,0,Y
LP002959,0.0,1.0,1,1,0.0,12000,0.0,496.0,360.0,1.0,3,Y
LP002961,1.0,1.0,1,1,0.0,3400,2500.0,173.0,360.0,1.0,3,Y
LP002964,1.0,1.0,2,0,0.0,3987,1411.0,157.0,360.0,1.0,0,Y
LP002974,1.0,1.0,0,1,0.0,3232,1950.0,108.0,360.0,1.0,0,Y
LP002978,0.0,0.0,0,1,0.0,2900,0.0,71.0,360.0,1.0,0,Y
LP002979,1.0,1.0,3,1,0.0,4106,0.0,40.0,180.0,1.0,0,Y
LP002983,1.0,1.0,1,1,0.0,8072,240.0,253.0,360.0,1.0,1,Y
LP002984,1.0,1.0,2,1,0.0,7583,0.0,187.0,360.0,1.0,1,Y
