Loan_ID,Gender,Married,Education,Self_Employed,ApplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area
LP002777,1.0,1.0,1,No,2785,110.0,360.0,1.0,Rural
LP002784,1.0,1.0,0,No,2492,,360.0,1.0,Rural
LP002785,1.0,1.0,1,No,3333,158.0,360.0,1.0,Urban
LP002792,1.0,1.0,1,No,5468,26.0,360.0,1.0,Semiurban
LP002794,0.0,0.0,1,No,2667,84.0,360.0,,Urban
LP002795,1.0,1.0,1,Yes,10139,260.0,360.0,1.0,Semiurban
LP002798,1.0,1.0,1,No,3887,162.0,360.0,1.0,Semiurban
LP002804,0.0,1.0,1,No,4180,182.0,360.0,1.0,Semiurban
LP002807,1.0,1.0,0,No,3675,108.0,360.0,1.0,Semiurban
LP002813,0.0,1.0,1,Yes,19484,600.0,360.0,1.0,Semiurban
LP002820,1.0,1.0,1,No,5923,211.0,360.0,1.0,Rural
LP002821,1.0,0.0,0,Yes,5800,132.0,360.0,1.0,Semiurban
LP002833,1.0,1.0,0,No,4467,120.0,360.0,,Rural
LP002836,1.0,0.0,1,No,3333,70.0,360.0,1.0,Urban
LP002842,1.0,1.0,1,No,3417,186.0,360.0,1.0,Urban
LP002855,1.0,1.0,1,No,16666,275.0,360.0,1.0,Urban
LP002868,1.0,1.0,1,No,3159,108.0,84.0,1.0,Urban
LP002874,1.0,0.0,1,No,3229,110.0,360.0,1.0,Urban
LP002877,1.0,1.0,1,No,1782,107.0,360.0,1.0,Rural
LP002888,1.0,0.0,1,,3182,161.0,360.0,1.0,Urban
LP002892,1.0,1.0,1,No,6540,205.0,360.0,1.0,Semiurban
LP002894,0.0,1.0,1,No,3166,36.0,360.0,1.0,Semiurban
LP002916,1.0,1.0,1,No,2297,104.0,360.0,1.0,Urban
LP002917,0.0,0.0,0,No,2165,70.0,360.0,1.0,Semiurban
LP002925,,0.0,1,No,4750,94.0,360.0,1.0,Semiurban
LP002928,1.0,1.0,1,No,3000,56.0,180.0,1.0,Semiurban
LP002933,,0.0,1,Yes,9357,292.0,360.0,1.0,Semiurban
LP002936,1.0,1.0,1,No,3859,142.0,180.0,1.0,Rural
LP002938,1.0,1.0,1,Yes,16120,260.0,360.0,1.0,Urban
LP002940,1.0,0.0,0,No,3833,110.0,360.0,1.0,Rural
LP002945,1.0,1.0,1,Yes,9963,180.0,360.0,1.0,Rural
LP002948,1.0,1.0,1,No,5780,192.0,360.0,1.0,Urban
LP002950,1.0,1.0,0,,2894,155.0,360.0,1.0,Rural
LP002953,1.0,1.0,1,No,5703,128.0,360.0,1.0,Urban
LP002958,1.0,0.0,1,No,3676,172.0,360.0,1.0,Rural
LP002959,0.0,1.0,1,No,12000,496.0,360.0,1.0,Semiurban
LP002961,1.0,1.0,1,No,3400,173.0,360.0,1.0,Semiurban
LP002964,1.0,1.0,0,No,3987,157.0,360.0,1.0,Rural
LP002974,1.0,1.0,1,No,3232,108.0,360.0,1.0,Rural
LP002978,0.0,0.0,1,No,2900,71.0,360.0,1.0,Rural
LP002979,1.0,1.0,1,No,4106,40.0,180.0,1.0,Rural
LP002983,1.0,1.0,1,No,8072,253.0,360.0,1.0,Urban
LP002984,1.0,1.0,1,No,7583,187.0,360.0,1.0,Urban
